idade;classe_trabalho;fnwgt;escolaridade;numero_educacao;estado_civil;ocupacao;relacionamento;raca;sexo;nacionalidade;ganho_de_capital;perda_de_capital;horas_trabalho_semana;renda_anual
21;privado;275421;graduacao-incompleta;10;solteiro;Reparo de Artesanato;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
61;privado;213321;ensino-medio-completo;9;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
33;privado;157747;tecnologo;12;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
51;privado;182314;mestrado;14;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
70;privado;220589;graduacao-incompleta;10;viuvo;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;12;<=50K
55;;208640;ensino-medio-completo;9;casado;?;Marido;Branco;Masculino;Estados Unidos;0;0;30;>50K
29;autonomo-sem-imcorporacao;189346;graduacao-incompleta;10;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;2202;0;50;<=50K
46;privado;124071;mestrado;14;viuvo;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;44;<=50K
35;governo-federal;20469;graduacao-incompleta;10;divorciado;Gerencial Executivo;Não Casado;Asiático e Ilhas do Pacífico;Feminino;Filipinas;0;0;40;<=50K
31;privado;154227;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;43;>50K
37;privado;105044;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;42;>50K
43;privado;35910;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;43;>50K
23;privado;189203;ensino-medio-completo;9;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
41;privado;116493;ensino-medio-completo;9;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;13550;0;44;>50K
42;governo-municipal;19700;graduacao;13;casado;Especialidade Profissional;Esposa;Branco;Feminino;Estados Unidos;0;0;50;>50K
26;privado;48718;decimo-ano;6;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;2907;0;40;<=50K
45;privado;106113;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
25;privado;256263;tecnologo;12;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
33;;202498;oitavo ano;4;separado;?;Não na Família;Branco;Masculino;Guatemala;0;0;40;<=50K
38;privado;120074;graduacao;13;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
28;privado;122922;ensino-medio-completo;9;solteiro;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;50;<=50K
68;autonomo-sem-imcorporacao;116903;tecnologo;11;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;2149;40;<=50K
42;governo-municipal;222596;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
35;privado;107302;mestrado;14;casado;Vendas;Marido;Branco;Masculino;Índia;0;0;40;<=50K
36;privado;156400;graduacao-incompleta;10;divorciado;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
33;privado;53373;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;35;<=50K
22;privado;58916;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;30;<=50K
45;governo-municipal;167159;graduacao;13;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
24;privado;283806;graduacao-incompleta;10;solteiro;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
57;privado;140426;ensino-fundamental;2;casado-conjuge-ausente;Outros Serviços;Não na Família;Branco;Masculino;;0;0;35;<=50K
36;governo-municipal;61778;ensino-medio-completo;9;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;15024;0;40;>50K
41;privado;33310;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
26;autonomo-sem-imcorporacao;202560;graduacao-incompleta;10;solteiro;Especialidade Profissional;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;35;<=50K
25;autonomo-sem-imcorporacao;60828;graduacao-incompleta;10;solteiro;Agricultura e Pesca;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;50;<=50K
53;governo-estadual;153486;graduacao-incompleta;10;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
28;governo-municipal;167536;tecnologo;12;viuvo;Especialidade Profissional;Não Casado;Branco;Masculino;Estados Unidos;0;0;40;<=50K
30;governo-municipal;370990;mestrado;14;solteiro;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
38;autonomo-sem-imcorporacao;198867;ensino-medio-incompleto;7;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
37;governo-municipal;174924;graduacao-incompleta;10;divorciado;Serviço de Proteção;Não Casado;Branco;Masculino;Alemanha;0;0;48;<=50K
30;privado;175856;mestrado;14;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;38;<=50K
41;privado;169628;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Esposa;Negro;Feminino;;0;0;40;<=50K
29;;125159;graduacao-incompleta;10;solteiro;?;Não na Família;Negro;Masculino;;0;0;36;<=50K
31;privado;220690;graduacao-incompleta;10;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;80;<=50K
36;privado;160035;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;3908;0;55;<=50K
59;autonomo-sem-imcorporacao;116878;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Grécia;0;0;60;<=50K
33;autonomo-sem-imcorporacao;134737;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;35;<=50K
29;privado;81648;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;1887;55;>50K
49;governo-estadual;122177;graduacao-incompleta;10;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
50;governo-federal;69614;decimo-ano;6;separado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;56;<=50K
33;privado;112115;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;1902;45;>50K
28;privado;299422;oitavo ano;4;casado;Faxineiro;Marido;Branco;Masculino;México;0;0;40;<=50K
81;;162882;ensino-medio-completo;9;divorciado;?;Não na Família;Branco;Feminino;Estados Unidos;0;0;35;<=50K
24;privado;112854;graduacao-incompleta;10;solteiro;Suporte Técnico;Não na Família;Branco;Feminino;Estados Unidos;0;0;16;<=50K
32;autonomo-sem-imcorporacao;33417;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
47;governo-federal;224559;ensino-medio-completo;9;casado;Transporte e Movimentação;Marido;Negro;Masculino;Estados Unidos;0;0;40;>50K
44;;468706;ensino-medio-completo;9;casado;?;Marido;Negro;Masculino;Estados Unidos;0;0;40;<=50K
24;privado;357028;graduacao-incompleta;10;solteiro;Gerencial Executivo;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
37;governo-municipal;51158;graduacao-incompleta;10;casado;Suporte Técnico;Esposa;Branco;Feminino;Estados Unidos;7298;0;36;>50K
51;privado;186303;graduacao;13;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
52;privado;127749;ensino-medio-completo;9;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
22;privado;291386;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
28;privado;138054;tecnologo;12;solteiro;Outros Serviços;Não na Família;Outra;Masculino;Estados Unidos;0;0;40;<=50K
47;autonomo-sem-imcorporacao;174533;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
43;privado;200835;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
25;privado;108658;ensino-medio-completo;9;solteiro;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;<=50K
43;privado;180985;graduacao-incompleta;10;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
25;privado;34803;graduacao;13;solteiro;Gerencial Executivo;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;20;<=50K
59;privado;75867;mestrado;14;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;60;<=50K
29;privado;156819;tecnologo;12;divorciado;Especialidade Profissional;Não Casado;Branco;Feminino;Estados Unidos;0;0;35;<=50K
30;privado;61272;nono-ano;5;casado;Operador de Máquinas e Inspeção;Esposa;Branco;Feminino;Portugal;0;0;40;<=50K
24;privado;39827;graduacao-incompleta;10;casado;Operador de Máquinas e Inspeção;Esposa;Outra;Feminino;Porto Rico;0;0;40;<=50K
38;privado;130007;graduacao;13;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
37;autonomo-sem-imcorporacao;80324;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
26;privado;322614;pre-escola;1;casado-conjuge-ausente;Operador de Máquinas e Inspeção;Não na Família;Branco;Masculino;México;0;1719;40;<=50K
30;privado;140869;ensino-medio-completo;9;solteiro;Outros Serviços;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
73;governo-municipal;181902;mestrado;14;casado;Especialidade Profissional;Marido;Branco;Masculino;Polônia;0;0;10;>50K
30;privado;287908;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Negro;Masculino;Estados Unidos;0;0;40;<=50K
33;privado;309630;ensino-medio-completo;9;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
46;privado;28225;graduacao-incompleta;10;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;58;<=50K
40;;428584;ensino-medio-completo;9;casado;?;Esposa;Negro;Feminino;Estados Unidos;3464;0;20;<=50K
18;privado;39222;ensino-medio-incompleto;7;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
35;privado;359131;graduacao;13;casado;Especialidade Profissional;Esposa;Branco;Feminino;;7298;0;8;>50K
22;privado;122272;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
50;autonomo-com-incorporacao;198400;ensino-medio-completo;9;casado;Vendas;Marido;Negro;Masculino;Estados Unidos;0;0;60;<=50K
62;;73091;oitavo ano;4;viuvo;?;Não na Família;Negro;Masculino;Estados Unidos;0;0;40;<=50K
39;autonomo-com-incorporacao;283338;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;7298;0;40;>50K
22;privado;208946;graduacao-incompleta;10;solteiro;Vendas;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
33;privado;348416;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Não Casado;Negro;Feminino;Estados Unidos;0;0;40;<=50K
31;privado;379046;ensino-medio-completo;9;solteiro;Faxineiro;Filho Próprio;Asiático e Ilhas do Pacífico;Feminino;Vietnã;0;0;40;<=50K
29;privado;183887;graduacao;13;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
38;autonomo-sem-imcorporacao;127961;graduacao-incompleta;10;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
24;privado;211129;graduacao;13;solteiro;Vendas;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;35;<=50K
29;governo-municipal;187649;ensino-medio-completo;9;separado;Serviço de Proteção;Outro Parente;Branco;Feminino;Estados Unidos;0;0;40;<=50K
49;governo-federal;94754;mestrado;14;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
33;privado;231826;oitavo ano;4;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;México;0;0;40;<=50K
28;privado;142764;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Não na Família;Branco;Masculino;Estados Unidos;0;0;48;<=50K
22;privado;126822;graduacao;13;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;60;<=50K
37;privado;188069;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
30;privado;284395;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
49;privado;31267;oitavo ano;4;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
29;privado;161444;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Colômbia;0;0;40;<=50K
25;privado;144483;ensino-medio-completo;9;separado;Gerencial Executivo;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
36;privado;133655;ensino-medio-completo;9;casado-conjuge-ausente;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
36;governo-estadual;112074;doutorado;16;solteiro;Especialidade Profissional;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;<=50K
21;privado;249727;ensino-medio-completo;9;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;22;<=50K
18;privado;165754;graduacao-incompleta;10;solteiro;Outros Serviços;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;30;<=50K
30;governo-municipal;172822;tecnologo;11;solteiro;Serviço de Proteção;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
44;privado;288433;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Filho Próprio;Negro;Feminino;Estados Unidos;0;0;40;<=50K
40;privado;33331;graduacao-incompleta;10;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
43;privado;168071;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;44;<=50K
45;privado;207277;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
29;privado;130620;graduacao-incompleta;10;casado-conjuge-ausente;Vendas;Filho Próprio;Asiático e Ilhas do Pacífico;Feminino;Índia;0;0;26;<=50K
40;privado;136244;graduacao-incompleta;10;casado;Administrativo e Clerical;Esposa;Branco;Feminino;Estados Unidos;0;0;40;<=50K
43;privado;972354;graduacao-incompleta;10;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;48;<=50K
20;privado;245297;graduacao-incompleta;10;solteiro;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;20;<=50K
32;governo-estadual;71151;graduacao;13;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;20;<=50K
19;privado;118352;graduacao-incompleta;10;solteiro;Outros Serviços;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;16;<=50K
21;privado;117210;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
23;privado;120068;tecnologo;11;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
24;privado;48343;ensino-medio-incompleto;7;solteiro;Outros Serviços;Não na Família;Negro;Feminino;Estados Unidos;0;0;40;<=50K
52;privado;84451;tecnologo;11;divorciado;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;32;<=50K
51;;76437;graduacao-incompleta;10;divorciado;?;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
19;privado;281704;graduacao-incompleta;10;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;35;<=50K
54;privado;123011;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
50;privado;104729;ensino-medio-completo;9;divorciado;Operador de Máquinas e Inspeção;Outro Parente;Branco;Feminino;Estados Unidos;0;0;48;<=50K
29;privado;110134;graduacao-incompleta;10;divorciado;Operador de Máquinas e Inspeção;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
17;privado;186067;decimo-ano;6;solteiro;Suporte Técnico;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;10;<=50K
47;privado;214702;ensino-medio-completo;9;divorciado;Outros Serviços;Não Casado;Branco;Feminino;Porto Rico;0;0;37;<=50K
46;privado;384795;graduacao;13;divorciado;Especialidade Profissional;Não Casado;Negro;Feminino;Estados Unidos;0;0;32;<=50K
30;privado;175931;graduacao-incompleta;10;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;44;<=50K
58;privado;366324;graduacao-incompleta;10;casado;Outros Serviços;Esposa;Branco;Feminino;Estados Unidos;0;0;30;<=50K
48;privado;118717;graduacao;13;divorciado;Especialidade Profissional;Não na Família;Negro;Feminino;Estados Unidos;0;0;40;<=50K
23;privado;219835;graduacao-incompleta;10;solteiro;Serviço de Proteção;Filho Próprio;Branco;Masculino;México;0;0;40;<=50K
23;privado;176486;tecnologo;11;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;36;<=50K
45;privado;273435;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
20;privado;182661;graduacao-incompleta;10;solteiro;Vendas;Filho Próprio;Negro;Masculino;Estados Unidos;0;0;20;<=50K
26;privado;212304;oitavo ano;4;solteiro;Operador de Máquinas e Inspeção;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;48;<=50K
50;governo-municipal;133963;graduacao;13;solteiro;Especialidade Profissional;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;>50K
49;privado;165152;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;48;>50K
26;privado;274724;graduacao-incompleta;10;solteiro;Outros Serviços;Outro Parente;Branco;Masculino;Nicarágua;0;0;40;<=50K
47;privado;196707;graduado-medicina-direito;15;divorciado;Administrativo e Clerical;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
31;privado;213002;segundo-grau-completo;8;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;4650;0;50;<=50K
19;;26620;graduacao-incompleta;10;solteiro;?;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
23;privado;361481;decimo-ano;6;casado;Outros Serviços;Marido;Branco;Masculino;;0;0;40;<=50K
35;privado;148581;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;1740;40;<=50K
46;privado;459189;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;1902;50;>50K
28;autonomo-sem-imcorporacao;214689;ensino-medio-incompleto;7;solteiro;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
58;privado;289364;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;7688;0;45;>50K
21;privado;174907;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
50;autonomo-sem-imcorporacao;348099;decimo-ano;6;divorciado;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;50;<=50K
