sinistro	data_sinistro	sinistro_mes	sinistro_dia_semana	horario_sinistro	cidade_sinistro	uf_sinistro	mercadoria_grupo	origem_cidade	origem_uf	destino_cidade	destino_uf	valor_carga	motorista_vinculo
Roubo/Furto	17/09/2017	setembro	quinta-feira	Noite	Rosário Oeste	MT	Laticínios	Maravilhas	SC	Lucas do Rio Verde	MT	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	17/09/2017	setembro	quinta-feira	Tarde	Tucano	BA	Doces/Chocolate	Lageado	RS	Vitória de Santo Antão	PE	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	17/09/2017	setembro	quinta-feira	Tarde	Araraquara	SP	Frigorífico	Ji-Paraná	RO	Barueri	SP	2 - Até R$ 300.000	Autônomo
Roubo/Furto	18/09/2017	setembro	quinta-feira	Noite	Cajamar	SP	Eletrônicos	Santos	SP	Cajamar	SP	5 - Acima de R$ 1.000.000	Funcionário
Roubo/Furto	18/09/2017	setembro	quinta-feira	Noite	Aracati	CE	Alimentício	Fortaleza	CE	Maceió	AL	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	20/09/2017	setembro	quinta-feira	Madrugada	Paraí	RJ	Confecção/Tecido/Fios	Itaguaí	RJ	São Paulo	SP	3 - Até R$ 500.000	Funcionário
Acidente	20/09/2017	setembro	quinta-feira	Tarde	São Gabriel do Oeste	MS	Frigorífico	Rolim de Moura	RO	Rússia	EX	3 - Até R$ 500.000	Autônomo
Roubo/Furto	21/09/2017	setembro	quinta-feira	Madrugada	Juquitiba	SP	Alumínio	Araquari	SC	Pindamonhangaba	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	21/09/2017	setembro	quinta-feira	Tarde	Francisco Morato	SP	Óleo Comestível	Mairiporã	SP	Montes Claros	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	23/09/2017	setembro	quinta-feira	Manhã	Duque de Caxias	RJ	Específicas	Duque de Caxias	RJ	Vitória	ES	3 - Até R$ 500.000	Agregado
Acidente	24/09/2017	setembro	sexta-feira	Noite	Carangola	MG	Café	Espera Feliz	MG	Bom Jesus	RS	3 - Até R$ 500.000	S/Comprovação
Acidente	25/09/2017	setembro	sexta-feira	Tarde	Caçu	GO	Frigorífico	Palmeiras de Goiás	GO	Caçu	GO	1 - De R$ 100.000 a R$ 200.000	Funcionário
Acidente	26/09/2017	setembro	sexta-feira	Manhã	Guaratuba	PR	Bebidas	Ponta Grossa	PR	Porto Alegre	RS	2 - Até R$ 300.000	S/Comprovação
Acidente	26/09/2017	setembro	sexta-feira	Noite	Janaúba	MG	Material Elétrico	Jundiaí	SP	Blumenau	SC	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	27/09/2017	setembro	sexta-feira	Noite	Hidrolândia	GO	Hig/Limp/Cosm	Louveira	SP	Anápolis	GO	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	27/09/2017	setembro	sexta-feira	Noite	Simões Filho	BA	Celulares	Cajazeiras	BA	Camaçari	BA	2 - Até R$ 300.000	Funcionário
Acidente	27/09/2017	setembro	sexta-feira	Tarde	Argirita	MG	Laticínios	Catanduva	SP	Cariacica	ES	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	28/09/2017	setembro	sexta-feira	Madrugada	Pardinho	SP	Bebidas	Jacareí	SP	Dourados	MS	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	28/09/2017	setembro	sexta-feira	Tarde	Delta	MG	Eletrônicos	Cajamar	SP	Goiânia	GO	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	28/09/2017	setembro	sexta-feira	Noite	San Pedro	EX	Laticínios	Argentina	EX	São Paulo	SP	3 - Até R$ 500.000	S/Comprovação
Acidente	28/09/2017	setembro	sexta-feira	Madrugada	São Bernardo do Campo	SP	Confecção/Tecido/Fios	Americana	SP	Exterior	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	29/09/2017	setembro	sexta-feira	Tarde	Miracatu	SP	Alumínio	Araquari	SC	Pindamonhangaba	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	29/09/2017	setembro	sexta-feira	Madrugada	Hortolândia	SP	Específicas	Hortolandia	SP	Praia Grande	SP	3 - Até R$ 500.000	Agregado
Roubo/Furto	29/09/2017	setembro	sexta-feira	Noite	Paraíso do Tocantins	TO	Eletrônicos	Belém	PA	Contagem	MG	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	29/09/2017	setembro	sexta-feira	Noite	Nazaré Paulista	SP	Eletrônicos	Campinas	SP	Taubaté	SP	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	29/09/2017	setembro	sexta-feira	Noite	Seropédica	RJ	Laticínios	Barra Mansa	RJ	Nova Iguaçú	RJ	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	29/09/2017	setembro	sexta-feira	Manhã	Contagem	MG	Bebidas	Jundiaí	SP	Contagem	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	29/09/2017	setembro	sexta-feira	Madrugada	Embu	SP	Tinta/Verniz	São Bernardo do Campo	SP	Blumenau	SC	2 - Até R$ 300.000	S/Comprovação
Acidente	30/09/2017	setembro	sexta-feira	Manhã	Aparecida d'Oeste	SP	Frigorífico	Cidade Gaúcha	PR	Marituba	PA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	30/09/2017	setembro	sexta-feira	Tarde	Ribeirão	PE	Doces/Chocolate	Jundiaí	SP	Cabo de Santo Agostinho	PE	3 - Até R$ 500.000	Autônomo
Roubo/Furto	01/10/2017	outubro	segunda-feira	Noite	Tucano	BA	Alimentício	Itaicaba	CE	Curitiba	PR	2 - Até R$ 300.000	Funcionário
Roubo/Furto	01/10/2017	outubro	segunda-feira	Sem Inf	Salgueiro	PE	Alimentício	Jaboatão dos Guararapes	PE	São José do Rio	Vargem Grande Paulista	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	01/10/2017	outubro	segunda-feira	Noite	Araças	BA	Alimentício	Cabo de Santo Agostinho	PE	Salvador	BA	2 - Até R$ 300.000	Autônomo
Roubo/Furto	01/10/2017	outubro	segunda-feira	Noite	Floriano	PI	Hig/Limp/Cosm	Louveira	SP	Teresina	PI	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	02/10/2017	outubro	segunda-feira	Madrugada	Rio de Janeiro	RJ	Hig/Limp/Cosm	Pouso Alegre	MG	São João do Meriti	RJ	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	02/10/2017	outubro	segunda-feira	Sem Inf	Poços da Caldas	MG	Café	Serra do Salitre	MG	Poços de Caldas	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	02/10/2017	outubro	segunda-feira	Sem Inf	Delmiro Gouveia	AL	Laticínios	Barra Mansa	RJ	Recife	PE	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	02/10/2017	outubro	segunda-feira	Noite	Itaquaquecetuba	SP	Alumínio	Itaquaquecetuba	SP	Monte Alto	SP	2 - Até R$ 300.000	Autônomo
Roubo/Furto	03/10/2017	outubro	segunda-feira	Tarde	Jacareí	SP	Alumínio	Pindamonhangaba	SP	Extrema	MG	3 - Até R$ 500.000	Funcionário
Roubo/Furto	03/10/2017	outubro	segunda-feira	Noite	Itapecerica da Serra	SP	Pneus	Navagantes	SC	São Paulo	SP	2 - Até R$ 300.000	Autônomo
Roubo/Furto	03/10/2017	outubro	segunda-feira	Noite	Atibaia	SP	Veículo	São Bernardo do Campo	SP	Petrolina	PE	2 - Até R$ 300.000	S/Comprovação
Acidente	03/10/2017	outubro	segunda-feira	Noite	Camamu	BA	Geral	Grapiuna	BA	Soretama	ES	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	03/10/2017	outubro	segunda-feira	Manhã	São Paulo	SP	Alimentício	São Paulo	SP	Osasco	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	03/10/2017	outubro	segunda-feira	Madrugada	Vitória da Conquista	BA	Alumínio	Teresina	PI	Pindamonhangaba	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	04/10/2017	outubro	segunda-feira	Tarde	Arujá	SP	Alimentício	São Vicente	SP	Cariacica	ES	2 - Até R$ 300.000	Autônomo
Roubo/Furto	04/10/2017	outubro	segunda-feira	Madrugada	São Paulo	SP	Celulares	Cajamar	SP	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	04/10/2017	outubro	segunda-feira	Noite	Queimados	RJ	Pneus	Itajaí	SC	Rio de Janeiro	RJ	2 - Até R$ 300.000	Autônomo
Roubo/Furto	05/10/2017	outubro	segunda-feira	Noite	São Paulo	SP	Alumínio	São Paulo	SP	Belém	PA	2 - Até R$ 300.000	Autônomo
Roubo/Furto	05/10/2017	outubro	segunda-feira	Noite	Curvelo	MG	Combustível	Ipameri	GO	Betim	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	06/10/2017	outubro	segunda-feira	Madrugada	Campina Grande do Sul	PR	Polímeros	Itapoá	SC	São Bernardo do Campo	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	06/10/2017	outubro	segunda-feira	Madrugada	São Paulo	SP	Geral	Itajaí	SC	São Paulo	SP	3 - Até R$ 500.000	Autônomo
Roubo/Furto	06/10/2017	outubro	segunda-feira	Manhã	Ouro Branco	MG	Material Elétrico	São Paulo	SP	Ananindeua	PA	4 - Até R$ 1.000.000	Funcionário
Roubo/Furto	06/10/2017	outubro	segunda-feira	Tarde	Guarulhos	SP	Alumínio	Pindamonhangaba	SP	Viamão	RS	4 - Até R$ 1.000.000	Autônomo
Roubo/Furto	07/10/2017	outubro	segunda-feira	Tarde	São José dos Pinhais	PR	Alumínio	Pindamonhangaba	SP	Ponta Grossa	PR	4 - Até R$ 1.000.000	Autônomo
Roubo/Furto	07/10/2017	outubro	segunda-feira	Madrugada	Araguari	MG	Defensivo Agrícola	Araçariguama	SP	Luís Eduardo Magalhães	BA	4 - Até R$ 1.000.000	S/Comprovação
Acidente	07/10/2017	outubro	segunda-feira	Noite	Miracatu	SP	Polímeros	Guarulhos	SP	Novo Hamburgo	RS	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	08/10/2017	outubro	terça-feira	Noite	Barra do Garças	MT	Defensivo Agrícola	Cuabá	MT	Querencia	MT	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	09/10/2017	outubro	terça-feira	Manhã	Contagem	MG	Específicas	Belo Horizonte	MG	Contagem	MG	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	09/10/2017	outubro	terça-feira	Tarde	São Paulo	SP	Fios/Cabos	Santo André	SP	Juatuba	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	09/10/2017	outubro	terça-feira	Madrugada	Mateus Leme	MG	Específicas	Contagem	MG	Arcos	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	09/10/2017	outubro	terça-feira	Manhã	Nova Iguaçú	RJ	Específicas	Hidrolândia	GO	Nova Iguaçú	RJ	2 - Até R$ 300.000	Agregado
Roubo/Furto	10/10/2017	outubro	terça-feira	Sem Inf	São Paulo	SP	E-Commerce	Barueri	SP	São Paulo	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	11/10/2017	outubro	terça-feira	Noite	Duque de Caxias	RJ	Alimentício	Ibiuna	SP	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Acidente	12/10/2017	outubro	terça-feira	Manhã	Espinosa	MG	Veículo	Natal	RN	São Paulo	SP	4 - Até R$ 1.000.000	S/Comprovação
Acidente	12/10/2017	outubro	terça-feira	Tarde	Mairiporã	SP	Frigorífico	Janaúba	MG	Santos	SP	4 - Até R$ 1.000.000	S/Comprovação
Outros	15/10/2017	outubro	quarta-feira	Tarde	São Gonçalo do Rio Abaixo	MG	Bebidas	Linhares	ES	Belo Horizonte	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	16/10/2017	outubro	quarta-feira	Noite	Açu	RN	Alimentício	Gloria do Goitá	PE	Mossoró	RN	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	16/10/2017	outubro	quarta-feira	Manhã	Santo Inácio	PR	Frigorífico	Encanto	RS	Barreiras	BA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	17/10/2017	outubro	quarta-feira	Noite	Mairinque	SP	Alumínio	Alumínio	SP	Pindamonhangaba	SP	2 - Até R$ 300.000	Autônomo
Roubo/Furto	18/10/2017	outubro	quarta-feira	Noite	Curvelo	MG	Calçados	Nova Serrana	MG	Pernambuco	PE	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	18/10/2017	outubro	quarta-feira	Madrugada	Barra Velha	SC	Bebidas	Uberlândia	MG	Eldorado do Sul	RS	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	19/10/2017	outubro	quarta-feira	Manhã	Rondonópolis	MT	Algodão	Diamantino	MT	Cubatão	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	19/10/2017	outubro	quarta-feira	Tarde	Feira de Santana	BA	Eletrônicos	Arujá	SP	Teresina	PI	2 - Até R$ 300.000	Autônomo
Roubo/Furto	20/10/2017	outubro	quarta-feira	Noite	Recife	PE	Eletrônicos	Fortaleza	CE	Recife	PE	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	20/10/2017	outubro	quarta-feira	Sem Inf	Jardinólis	SP	Fios/Cabos	São José de Boa Vista	SP	Cascavel	PR	2 - Até R$ 300.000	Autônomo
Roubo/Furto	20/10/2017	outubro	quarta-feira	Manhã	Diadema	SP	Polímeros	São Paulo	SP	Diadema	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	22/10/2017	outubro	quinta-feira	Manhã	Pouso Alegre	MG	Hig/Limp/Cosm	Pouso Alegre	MG	Uberlândia	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	23/10/2017	outubro	quinta-feira	Tarde	Rio de Janeiro	RJ	Alimentício	Belém	PA	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	23/10/2017	outubro	quinta-feira	Noite	Mamanguape	PB	Hig/Limp/Cosm	Ipojuca	PE	Mamanguape	PB	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	24/10/2017	outubro	quinta-feira	Manhã	Mairinque	SP	E-Commerce	Barueri	SP	Diversos	SP	2 - Até R$ 300.000	Agregado
Roubo/Furto	24/10/2017	outubro	quinta-feira	Tarde	Jacareí	SP	Alumínio	Pindamonhangaba	SP	Itumbiara	GO	2 - Até R$ 300.000	Agregado
Roubo/Furto	24/10/2017	outubro	quinta-feira	Noite	Catalão	GO	Óleo Comestível	Uberlândia	MG	Formosa	GO	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	24/10/2017	outubro	quinta-feira	Noite	Cabo de Santo Agostinho	PE	Hig/Limp/Cosm	Ipojuca	PE	Maceio	AL	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	24/10/2017	outubro	quinta-feira	Noite	Rio de Janeiro	RJ	Óleo Lubrificante	Rio de Janeiro	RJ	São Caetano do Sul	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	26/10/2017	outubro	quinta-feira	Tarde	Pontos e Lacerda	MT	Específicas	Hidrolândia	GO	JI-Paraná	RO	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	26/10/2017	outubro	quinta-feira	Madrugada	Itatiba	SP	Alumínio	Aparecida de Goiânia	GO	Pindamonhangaba	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	27/10/2017	outubro	quinta-feira	Manhã	Salinas	MG	Hig/Limp/Cosm	Vinhedo	SP	Ipojuca	PE	3 - Até R$ 500.000	Funcionário
Roubo/Furto	27/10/2017	outubro	quinta-feira	Madrugada	Rio de Janeiro	RJ	Eletrônicos	Belém	PA	Cajamar	SP	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	28/10/2017	outubro	quinta-feira	Tarde	Rio de Janeiro	RJ	Específicas	Rio de Janeiro	RJ	São Paulo	SP	4 - Até R$ 1.000.000	Agregado
Roubo/Furto	28/10/2017	outubro	quinta-feira	Tarde	Rio de Janeiro	RJ	Específicas	Rio de Janeiro	RJ	São Paulo	SP	2 - Até R$ 300.000	Agregado
Roubo/Furto	28/10/2017	outubro	quinta-feira	Sem Inf	Louveira	SP	Específicas	Osasco	SP	Louveira	SP	2 - Até R$ 300.000	Agregado
Roubo/Furto	28/10/2017	outubro	quinta-feira	Noite	Frutal	MG	Eletrônicos	Cajamar	SP	Brasilia	DF	4 - Até R$ 1.000.000	Funcionário
Acidente	29/10/2017	outubro	sexta-feira	Noite	Santa Barbara do Leste	MG	Calçados	Louveira	SP	Quixada	CE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	29/10/2017	outubro	sexta-feira	Manhã	Cajati	SP	Bebidas	Farroupilha	RS	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	30/10/2017	outubro	sexta-feira	Madrugada	São Paulo	SP	Polímeros	Camaçari	BA	Boituva	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	30/10/2017	outubro	sexta-feira	Noite	Igarata	SP	Celulares	Campinas	SP	Taubaté	SP	5 - Acima de R$ 1.000.000	S/Comprovação
Acidente	30/10/2017	outubro	sexta-feira	Madrugada	Santa Cruz de Salinas	MG	Específicas	São Paulo	SP	Recife	PE	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	31/10/2017	outubro	sexta-feira	Tarde	Palhoça	SC	Calçados	Louveira	SP	Porto Alegre	RS	5 - Acima de R$ 1.000.000	Autônomo
Acidente	31/10/2017	outubro	sexta-feira	Madrugada	Cubatão	SP	Café	Marília	SP	Santos	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	31/10/2017	outubro	sexta-feira	Noite	Arujá	SP	Alumínio	Pindamonhangaba	SP	Viamão	RS	3 - Até R$ 500.000	Autônomo
Roubo/Furto	01/11/2017	novembro	segunda-feira	Noite	Belo Horizonte	MG	Específicas	Contagem	MG	Contagem	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	04/11/2017	novembro	segunda-feira	Madrugada	Conceição do Jacuipe	BA	Laticínios	Arroio do Meio	RS	Recife	PE	2 - Até R$ 300.000	Autônomo
Roubo/Furto	05/11/2017	novembro	terça-feira	Noite	Feira de Santana	BA	Alumínio	São Luis	MA	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	05/11/2017	novembro	terça-feira	Manhã	Belford Roxo	RJ	Frigorífico	Araraquara	SP	Rio de Janeiro	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	05/11/2017	novembro	terça-feira	Manhã	São João de Meriti	RJ	Frigorífico	Mirassol do Oeste	MT	Niterói	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	07/11/2017	novembro	terça-feira	Madrugada	Atibaia	SP	Alimentício	Maceió	AL	Guarulhos	SP	3 - Até R$ 500.000	Agregado
Roubo/Furto	07/11/2017	novembro	terça-feira	Manhã	Jacareí	SP	Alumínio	Pindamonhangaba	SP	Brasilia	DF	4 - Até R$ 1.000.000	Funcionário
Acidente	07/11/2017	novembro	terça-feira	Manhã	Cabo de Santo Agostinho	PE	Alimentício	Cabo de Santo Agostinho	PE	Petrolina	PE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	08/11/2017	novembro	terça-feira	Noite	Itapecerica da Serra	SP	Alumínio	Alumínio	SP	Santa Cruz do Serra	RS	2 - Até R$ 300.000	Autônomo
Roubo/Furto	09/11/2017	novembro	terça-feira	Manhã	Guarulhos	SP	Pneus	Mauá	SP	Ananindeua	PA	2 - Até R$ 300.000	Funcionário
Roubo/Furto	10/11/2017	novembro	terça-feira	Noite	Novo Lino	AL	Hig/Limp/Cosm	Ipojuca	PE	Louveira	SP	4 - Até R$ 1.000.000	Funcionário
Roubo/Furto	11/11/2017	novembro	terça-feira	Tarde	Belford Roxo	RJ	Calçados	Campo Bom	RS	Cariacica	ES	4 - Até R$ 1.000.000	Funcionário
Roubo/Furto	12/11/2017	novembro	quarta-feira	Madrugada	São Caetano	PE	Hig/Limp/Cosm	Louveira	SP	São José do Mipibu	RN	3 - Até R$ 500.000	Funcionário
Roubo/Furto	12/11/2017	novembro	quarta-feira	Manhã	Duque de Caxias	RJ	Específicas	Hortolandia	SP	Duque de Caxias	RJ	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	13/11/2017	novembro	quarta-feira	Madrugada	Cajati	SP	Alimentício	Itajaí	SC	Goiás	GO	3 - Até R$ 500.000	Autônomo
Outros	13/11/2017	novembro	quarta-feira	Sem Inf	Vitória	ES	Medicamento	Anápolis	GO	Serra	ES	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	14/11/2017	novembro	quarta-feira	Manhã	Nova Era	MG	Alimentício	Campo Limpo Paulista	SP	Euzébio	CE	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	14/11/2017	novembro	quarta-feira	Madrugada	São José dos Pinhais	PR	Hig/Limp/Cosm	Pouso Alegre	MG	Içara	SC	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	14/11/2017	novembro	quarta-feira	Madrugada	São José dos Pinhais	PR	Hig/Limp/Cosm	Pouso Alegre	MG	Curitiba	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	14/11/2017	novembro	quarta-feira	Madrugada	Balsa Nova	PR	Bicicleta	Manaus	AM	Navegantes	SC	4 - Até R$ 1.000.000	Agregado
Outros	15/11/2017	novembro	quarta-feira	Madrugada	Santo Antônio do Amparo	MG	Hig/Limp/Cosm	Pouso Alegre	MG	Betim	MG	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	15/11/2017	novembro	quarta-feira	Noite	Mesquita	RJ	Material Elétrico	Arujá	SP	São Gonçalo	RJ	2 - Até R$ 300.000	Funcionário
Roubo/Furto	16/11/2017	novembro	quarta-feira	Noite	Mesquita	RJ	Material Elétrico	Arujá	SP	Niterói	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	16/11/2017	novembro	quarta-feira	Tarde	Guarulhos	SP	Confecção/Tecido/Fios	Guarulhos	SP	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	16/11/2017	novembro	quarta-feira	Manhã	Paulista	PE	Hig/Limp/Cosm	Paulista	PE	Bélem	PA	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	17/11/2017	novembro	quarta-feira	Manhã	Betim	MG	E-Commerce	Contagem	MG	Divinópolis	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	17/11/2017	novembro	quarta-feira	Manhã	Limeira	SP	Combustível	Paulínia	SP	Onda Verde	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	17/11/2017	novembro	quarta-feira	Noite	São Roque	SP	Específicas	Curitiba	PR	Sorocaba	SP	3 - Até R$ 500.000	Agregado
Roubo/Furto	17/11/2017	novembro	quarta-feira	Tarde	Duque de Caxias	RJ	Alimentício	Belford Roxo	RJ	Petrópolis	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	17/11/2017	novembro	quarta-feira	Manhã	Rio de Janeiro	RJ	Específicas	São Paulo	SP	Diversos	RJ	3 - Até R$ 500.000	Agregado
Acidente	19/11/2017	novembro	quinta-feira	Manhã	Fortaleza do Tabocão	TO	Hig/Limp/Cosm	Imperatriz	MA	Amparo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	20/11/2017	novembro	quinta-feira	Manhã	Contagem	MG	Específicas	Contagem	MG	Belo Horizonte	MG	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	20/11/2017	novembro	quinta-feira	Noite	São Manuel	SP	E-Commerce	Itapevi	SP	Bauru	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	20/11/2017	novembro	quinta-feira	Noite	São João do Meriti	RJ	Frigorífico	Tapejara	RS	São João do Meriti	RJ	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	20/11/2017	novembro	quinta-feira	Noite	Bom Jesus do Piauí	PI	Hig/Limp/Cosm	Louveira	SP	Teresina	PI	4 - Até R$ 1.000.000	Funcionário
Roubo/Furto	20/11/2017	novembro	quinta-feira	Madrugada	Cambuí	MG	Café	Nova Venécia	ES	Araras	SP	2 - Até R$ 300.000	Autônomo
Roubo/Furto	20/11/2017	novembro	quinta-feira	Tarde	Delta	MG	Eletrônicos	Guarulhos	SP	Uberlândia	MG	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	21/11/2017	novembro	quinta-feira	Sem Inf	Bebedouro	SP	Frigorífico	Araguaína	TO	Araraquara	SP	3 - Até R$ 500.000	Funcionário
Roubo/Furto	21/11/2017	novembro	quinta-feira	Noite	São João do Meriti	RJ	Específicas	Curitiba	PR	Cariacica	ES	3 - Até R$ 500.000	Autônomo
Roubo/Furto	22/11/2017	novembro	quinta-feira	Tarde	Rio de Janeiro	RJ	Hig/Limp/Cosm	Pouso Alegre	MG	Rio de Janeiro	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	23/11/2017	novembro	quinta-feira	Madrugada	São Paulo	SP	Cobre	Sorocaba	SP	Bofete	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	23/11/2017	novembro	quinta-feira	Manhã	Mataraca	PB	Hig/Limp/Cosm	Louveira	SP	Natal	RN	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	23/11/2017	novembro	quinta-feira	Manhã	Nova Viçosa	BA	Bebidas	Alagoinhas	BA	Ibiraçú	ES	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	23/11/2017	novembro	quinta-feira	Manhã	Mataraca	PB	Hig/Limp/Cosm	Louveira	SP	Natal	RN	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	23/11/2017	novembro	quinta-feira	Madrugada	Pouso Alegre	MG	Hig/Limp/Cosm	Pouso Alegre	MG	Mirassol	SP	3 - Até R$ 500.000	Funcionário
Roubo/Furto	24/11/2017	novembro	quinta-feira	Manhã	Extrema	MG	Hig/Limp/Cosm	Louveira	SP	Ipojuca	PE	3 - Até R$ 500.000	Funcionário
Roubo/Furto	24/11/2017	novembro	quinta-feira	Madrugada	Atibaia	SP	Polímeros	Rio de Janeiro	RJ	Vinhedo	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	24/11/2017	novembro	quinta-feira	Madrugada	São Paulo	SP	Eletrônicos	Arujá	SP	São Paulo	SP	2 - Até R$ 300.000	Funcionário
Roubo/Furto	24/11/2017	novembro	quinta-feira	Madrugada	Itatiba	SP	Frigorífico	Goianira	GO	Guarulhos	SP	3 - Até R$ 500.000	Funcionário
Acidente	24/11/2017	novembro	quinta-feira	Tarde	Diamantino	MT	Sementes	Cuiabá	MT	Tapurah	MT	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	25/11/2017	novembro	quinta-feira	Sem Inf	Caaporã	PB	E-Commerce	Recife	PE	Natal	RN	4 - Até R$ 1.000.000	S/Comprovação
