Market;Commodity;Variety;Grade;Price
Manjeri;Little gourd (Kundru);Other;FAQ;4550
Manjeri;Mango;Other;Large;7050
Manjeri;Mousambi(Sweet Lime);Other;Large;5250
Manjeri;Onion;Other;FAQ;1550
Manjeri;Orange;Other;Large;5550
Manjeri;Papaya;Papaya;Large;3150
Manjeri;Pepper ungarbled;Other;FAQ;46050
Manjeri;Pineapple;Other;Large;4050
Manjeri;Potato;Other;FAQ;1950
Manjeri;Pumpkin;Other;FAQ;850
Manjeri;Ragi (Finger Millet);Feeds (Poultry Quality);FAQ;3750
Manjeri;Rice;Other;FAQ;4350
Manjeri;Snakeguard;Other;FAQ;3050
Manjeri;Tapioca;Other;FAQ;3250
Manjeri;Tomato;Other;FAQ;2450
Manjeri;Water Melon;Other;Large;1550
Perinthalmanna;Amla(Nelli Kai);Amla;FAQ;6200
Perinthalmanna;Amphophalus;Amphophalus;FAQ;3200
Perinthalmanna;Apple;Apple;Medium;11000
Perinthalmanna;Arhar (Tur/Red Gram)(Whole);Other;FAQ;9400
Perinthalmanna;Ashgourd;Ashgourd;FAQ;2100
Perinthalmanna;Banana;Other;Medium;2800
Perinthalmanna;Banana - Green;Banana - Green;FAQ;2600
Perinthalmanna;Beetroot;Beetroot;FAQ;1200
Perinthalmanna;Bhindi(Ladies Finger);Bhindi;FAQ;6500
Perinthalmanna;Bitter gourd;Bitter Gourd;FAQ;3600
Perinthalmanna;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;9000
Perinthalmanna;Bottle gourd;Bottle Gourd;FAQ;1600
Perinthalmanna;Brinjal;Brinjal;FAQ;2400
Perinthalmanna;Cabbage;Cabbage;FAQ;1000
Perinthalmanna;Capsicum;Capsicum;FAQ;5000
Perinthalmanna;Carrot;Carrot;FAQ;3200
Perinthalmanna;Cauliflower;Cauliflower;FAQ;1200
Perinthalmanna;Chikoos(Sapota);Sapota;Medium;3800
Perinthalmanna;Colacasia;Other;FAQ;6000
Perinthalmanna;Cowpea(Veg);Cowpea (Veg);FAQ;3200
Perinthalmanna;Cucumbar(Kheera);Cucumbar;FAQ;2700
Perinthalmanna;Drumstick;Drumstick;FAQ;12000
Perinthalmanna;Garlic;Garlic;FAQ;6000
Perinthalmanna;Grapes;Black;Medium;5600
Perinthalmanna;Green Chilli;Green Chilly;FAQ;3200
Perinthalmanna;Guava;Guava;Medium;4600
Perinthalmanna;Lemon;Other;FAQ;6000
Perinthalmanna;Mango;Other;Medium;7200
Perinthalmanna;Onion;Onion;FAQ;1700
Perinthalmanna;Orange;Orange;Medium;6000
Perinthalmanna;Papaya;Papaya;Medium;2800
Perinthalmanna;Pineapple;Pine Apple;Medium;3600
Perinthalmanna;Potato;Potato;FAQ;2000
Perinthalmanna;Pumpkin;Pumpkin;FAQ;900
Perinthalmanna;Rice;Jaya;FAQ;3000
Perinthalmanna;Rice;Other;FAQ;3200
Perinthalmanna;Snakeguard;Snakeguard;FAQ;1600
Perinthalmanna;Sweet Potato;Sweet Potato;FAQ;1600
Perinthalmanna;Tomato;Tomato;FAQ;2400
Thirurrangadi;Amaranthus;Other;FAQ;2400
Thirurrangadi;Ashgourd;Ashgourd;FAQ;1500
Palakkad;Amaranthus;Amaranthus;FAQ;2800
Palakkad;Amaranthus;Other;FAQ;2800
Palakkad;Arhar (Tur/Red Gram)(Whole);Arhar Dal(Tur);FAQ;11600
Palakkad;Ashgourd;Ashgourd;FAQ;2500
Palakkad;Banana;Nendra Bale;Large;3400
Palakkad;Banana;Nendra Bale;Medium;3100
Palakkad;Banana;Palayamthodan;Medium;2700
Palakkad;Banana;Poovan;Medium;5600
Palakkad;Beetroot;Beetroot;FAQ;1900
Palakkad;Bengal Gram(Gram)(Whole);Average (Whole);FAQ;7100
Palakkad;Bhindi(Ladies Finger);Bhindi;FAQ;5300
Palakkad;Bitter gourd;Bitter Gourd;FAQ;3700
Palakkad;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;10700
Palakkad;Black Gram (Urd Beans)(Whole);Black Gram Dal;FAQ;11700
Palakkad;Bottle gourd;Bottle Gourd;FAQ;1900
Palakkad;Brinjal;Brinjal;FAQ;2800
Palakkad;Cabbage;Cabbage;FAQ;1500
Palakkad;Capsicum;Capsicum;FAQ;5600
Palakkad;Carrot;Carrot;FAQ;3400
Palakkad;Cauliflower;Cauliflower;FAQ;2800
Palakkad;Chili Red;Red;FAQ;23100
Palakkad;Cluster beans;Cluster Beans;FAQ;4700
Palakkad;Coconut;Coconut;FAQ;3100
Palakkad;Colacasia;Other;FAQ;8600
Palakkad;Cowpea (Lobia/Karamani);Cowpea (Whole);FAQ;9100
Palakkad;Cowpea(Veg);Cowpea (Veg);FAQ;3800
Palakkad;Cucumbar(Kheera);Cucumbar;FAQ;2500
Palakkad;Drumstick;Drumstick;FAQ;7600
Palakkad;Elephant Yam (Suran);Other;FAQ;3600
Palakkad;French Beans (Frasbean);Other;FAQ;3400
Palakkad;Garlic;Garlic;FAQ;12100
Palakkad;Ginger(Green);Green Ginger;FAQ;4800
Palakkad;Green Avare (W);Green Avare (W);FAQ;3400
Palakkad;Green Chilli;Green Chilly;FAQ;3800
Palakkad;Green Gram (Moong)(Whole);Green (Whole);FAQ;11300
Palakkad;Green Gram (Moong)(Whole);Green Gram Dhall-I;FAQ;11800
Palakkad;Green Peas;Green Peas;FAQ;6600
Palakkad;Kabuli Chana(Chickpeas-White);Kabuli Chana(Chickpeas-white);FAQ;14600
Palakkad;Lemon;Other;FAQ;9600
Palakkad;Lime;Other;Medium;5800
Palakkad;Little gourd (Kundru);Other;FAQ;3400
Palakkad;Mango (Raw-Ripe);Mango - Raw-Ripe;FAQ;5600
Palakkad;Onion;Big;FAQ;2100
Palakkad;Onion;Small;FAQ;3800
Palakkad;Pineapple;Pine Apple;Medium;4800
Palakkad;Potato;Potato;FAQ;2700
Palakkad;Pumpkin;Pumpkin;FAQ;1100
Palakkad;Snakeguard;Snakeguard;FAQ;2700
Palakkad;Sweet Potato;Sweet Potato;FAQ;2700
Palakkad;Tapioca;Tapioca;FAQ;3100
Palakkad;Tomato;Tomato;FAQ;3400
Pattambi;Amaranthus;Other;FAQ;1100
Pattambi;Ashgourd;Other;FAQ;1900
Pattambi;Banana;Nendra Bale;Medium;3800
Pattambi;Banana;Palayamthodan;Medium;3200
Pattambi;Beetroot;Other;FAQ;1600
Pattambi;Bhindi(Ladies Finger);Other;FAQ;5900
Pattambi;Bitter gourd;Other;FAQ;4200
Pattambi;Bottle gourd;Other;FAQ;1800
Pattambi;Brinjal;Other;FAQ;1800
Pattambi;Carrot;Carrot;FAQ;2800
Pattambi;Cauliflower;Other;FAQ;1100
Pattambi;Cluster beans;Cluster Beans;FAQ;4200
Pattambi;Colacasia;Other;FAQ;6800
Pattambi;Cowpea(Veg);Cowpea (Veg);FAQ;3600
Pattambi;Cucumbar(Kheera);Other;FAQ;1900
Pattambi;Drumstick;Other;FAQ;9800
Pattambi;Elephant Yam (Suran);Other;FAQ;3300
Pattambi;French Beans (Frasbean);Other;FAQ;4300
Pattambi;Ginger(Green);Green Ginger;FAQ;6800
Pattambi;Green Avare (W);Other;FAQ;2800
Pattambi;Green Chilli;Green Chilly;FAQ;3800
Pattambi;Lemon;Other;FAQ;4800
Pattambi;Lime;Other;Large;8200
Pattambi;Little gourd (Kundru);Other;FAQ;3800
Pattambi;Mango;Other;Medium;6200
Pattambi;Onion;Big;FAQ;1600
Pattambi;Onion;Small;FAQ;3200
Pattambi;Potato;Other;FAQ;2300
Pattambi;Pumpkin;Other;FAQ;1100
Pattambi;Snakeguard;Other;FAQ;1900
Pattambi;Sweet Potato;Other;FAQ;2200
Pattambi;Tapioca;Other;FAQ;2400
Pattambi;Tomato;Other;FAQ;2800
Vadakkenchery;Arhar (Tur/Red Gram)(Whole);Arhar Dal(Tur);FAQ;8750
Vadakkenchery;Ashgourd;Other;FAQ;2250
Vadakkenchery;Banana;Nendra Bale;Medium;4250
Vadakkenchery;Banana;Palayamthodan;Medium;2750
Vadakkenchery;Banana;Poovan;Medium;3250
Vadakkenchery;Beetroot;Other;FAQ;3750
Vadakkenchery;Bengal Gram(Gram)(Whole);Average (Whole);FAQ;5750
Vadakkenchery;Bengal Gram(Gram)(Whole);Other;FAQ;8750
Vadakkenchery;Bhindi(Ladies Finger);Other;FAQ;5750
Vadakkenchery;Bitter gourd;Other;FAQ;4750
Vadakkenchery;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;9500
Vadakkenchery;Black Gram (Urd Beans)(Whole);Black Gram Dal;FAQ;11500
Vadakkenchery;Bottle gourd;Other;FAQ;3250
Vadakkenchery;Brinjal;Other;FAQ;3750
Vadakkenchery;Cabbage;Other;FAQ;2750
Chavakkad;Ashgourd;Other;FAQ;3400
Chavakkad;Banana - Green;Other;FAQ;3500
Chavakkad;Beetroot;Other;FAQ;2400
Chavakkad;Bhindi(Ladies Finger);Other;FAQ;6000
Chavakkad;Cabbage;Other;FAQ;2000
Chavakkad;Carrot;Other;FAQ;4000
Chavakkad;Cowpea(Veg);Other;FAQ;4800
Chavakkad;Drumstick;Other;FAQ;13000
Chavakkad;Elephant Yam (Suran);Other;FAQ;4000
Chavakkad;Garlic;Other;FAQ;12000
Chavakkad;Ginger(Green);Other;FAQ;8000
Chavakkad;Pumpkin;Other;FAQ;2400
Chavakkad;Tomato;Other;FAQ;4000
Kodungalloor;Brinjal;Other;FAQ;2200
Kodungalloor;Elephant Yam (Suran);Other;FAQ;3500
Kodungalloor;Sweet Potato;Other;FAQ;2500
Mattathur;Banana;Nendra Bale;Medium;3500
Mattathur;Banana;Poovan;Medium;2500
Mattathur;Cowpea(Veg);Cowpea (Veg);FAQ;4500
Mattathur;Cucumbar(Kheera);Cucumbar;FAQ;2500
Wadakkanchery;Ashgourd;Ashgourd;FAQ;3500
Wadakkanchery;Banana - Green;Banana - Green;FAQ;3600
Wadakkanchery;Beetroot;Beetroot;FAQ;3200
Wadakkanchery;Bhindi(Ladies Finger);Bhindi;FAQ;7000
Wadakkanchery;Bitter gourd;Bitter Gourd;FAQ;5500
Wadakkanchery;Brinjal;Brinjal;FAQ;2500
Wadakkanchery;Cabbage;Cabbage;FAQ;2700
Wadakkanchery;Carrot;Carrot;FAQ;4500
Wadakkanchery;Coconut;Coconut;FAQ;3600
Wadakkanchery;Cowpea(Veg);Cowpea (Veg);FAQ;4000
Wadakkanchery;Cucumbar(Kheera);Cucumbar;FAQ;3200
Wadakkanchery;Drumstick;Drumstick;FAQ;11000
Wadakkanchery;Elephant Yam (Suran);Other;FAQ;4500
Wadakkanchery;Ginger(Green);Green Ginger;FAQ;8000
Wadakkanchery;Green Chilli;Green Chilly;FAQ;4500
Wadakkanchery;Onion;Onion;FAQ;2000
Wadakkanchery;Potato;Potato;FAQ;2900
Wadakkanchery;Pumpkin;Pumpkin;FAQ;1800
Wadakkanchery;Snakeguard;Snakeguard;FAQ;4000
Wadakkanchery;Tomato;Tomato;FAQ;3600
Anyara(EEC);Amaranthus;Amaranthus;FAQ;2900
Anyara(EEC);Cowpea(Veg);Cowpea (Veg);FAQ;6200
Aralamoodu;Amaranthus;Amaranthus;FAQ;4000
Aralamoodu;Amphophalus;Amphophalus;FAQ;3000
Aralamoodu;Banana - Green;Banana - Green;FAQ;4000
Aralamoodu;Beetroot;Beetroot;FAQ;3500
Aralamoodu;Bhindi(Ladies Finger);Bhindi;FAQ;6000
Aralamoodu;Bitter gourd;Bitter Gourd;FAQ;5000
Aralamoodu;Brinjal;Brinjal;FAQ;3000
Aralamoodu;Cabbage;Cabbage;FAQ;4000
Aralamoodu;Carrot;Carrot;FAQ;5000
Aralamoodu;Cauliflower;Cauliflower;FAQ;6000
Aralamoodu;Cowpea(Veg);Cowpea (Veg);FAQ;4000
Aralamoodu;Cucumbar(Kheera);Cucumbar;FAQ;4000
Aralamoodu;Drumstick;Drumstick;FAQ;12000
Aralamoodu;Ginger(Green);Green Ginger;FAQ;6000
Aralamoodu;Green Chilli;Green Chilly;FAQ;6000
Aralamoodu;Lemon;Other;FAQ;9000
Aralamoodu;Mango (Raw-Ripe);Mango - Raw-Ripe;FAQ;6000
Aralamoodu;Onion;Onion;FAQ;2500
Aralamoodu;Potato;Potato;FAQ;3500
Aralamoodu;Pumpkin;Pumpkin;FAQ;2500
Aralamoodu;Snakeguard;Snakeguard;FAQ;5000
Aralamoodu;Tapioca;Tapioca;FAQ;4000
Aralamoodu;Tomato;Tomato;FAQ;3000
Neyyatinkara;Amaranthus;Amaranthus;FAQ;3200
Neyyatinkara;Amphophalus;Amphophalus;FAQ;3800
Neyyatinkara;Banana - Green;Banana - Green;FAQ;6800
Neyyatinkara;Beetroot;Beetroot;FAQ;4200
Neyyatinkara;Bhindi(Ladies Finger);Bhindi;FAQ;3200
Neyyatinkara;Bitter gourd;Bitter Gourd;FAQ;6200
Neyyatinkara;Brinjal;Brinjal;FAQ;4700
Neyyatinkara;Cabbage;Other;FAQ;3800
Neyyatinkara;Carrot;Other;FAQ;5600
Neyyatinkara;Cluster beans;Other;FAQ;7700
Neyyatinkara;Colacasia;Colacasia;FAQ;6200
Neyyatinkara;Coriander(Leaves);Coriander;FAQ;7800
Neyyatinkara;Cucumbar(Kheera);Cucumbar;FAQ;3800
Neyyatinkara;Drumstick;Drumstick;FAQ;10000
Neyyatinkara;Duster Beans;Other;FAQ;4600
Neyyatinkara;Ginger(Green);Green Ginger;FAQ;7800
Neyyatinkara;Green Chilli;Green Chilly;FAQ;6300
Neyyatinkara;Pumpkin;Other;FAQ;2200
Neyyatinkara;Snakeguard;Other;FAQ;3800
Neyyatinkara;Tapioca;Tapioca;FAQ;2800
Neyyatinkara;Tomato;Tomato;FAQ;3800
Pothencode;Amaranthus;Other;FAQ;4540
Pothencode;Amphophalus;Other;FAQ;17540
Pothencode;Ashgourd;Ashgourd;FAQ;21040
Pothencode;Banana - Green;Other;FAQ;22050
Pothencode;Beetroot;Other;FAQ;7040
Pothencode;Bhindi(Ladies Finger);Other;FAQ;13040
Pothencode;Bitter gourd;Other;FAQ;13040
Pothencode;Brinjal;Other;FAQ;15780
Pothencode;Cabbage;Other;FAQ;14040
Pothencode;Capsicum;Other;FAQ;7040
Pothencode;Carrot;Other;FAQ;24780
Pothencode;Cauliflower;Other;FAQ;5040
Pothencode;Cluster beans;Other;FAQ;24040
Pothencode;Colacasia;Other;FAQ;29780
Pothencode;Cowpea(Veg);Other;FAQ;14040
Pothencode;Cucumbar(Kheera);Other;FAQ;29280
Pothencode;Drumstick;Other;FAQ;9040
Pothencode;French Beans (Frasbean);French Beans (Frasbean);FAQ;24040
Pothencode;Garlic;Average;FAQ;36040
Pothencode;Ginger(Green);Other;FAQ;17040
Pothencode;Green Chilli;Other;FAQ;19280
Pothencode;Mango (Raw-Ripe);Other;FAQ;12040
Pothencode;Onion;Other;FAQ;9040
Pothencode;Pineapple;Other;Large;5040
Pothencode;Potato;Other;FAQ;15040
Pothencode;Pumpkin;Other;FAQ;4440
Pothencode;Snakeguard;Other;FAQ;22040
Pothencode;Tapioca;Other;FAQ;4040
Pothencode;Tomato;Other;FAQ;14040
Kalpetta;Ashgourd;Other;FAQ;900
Kalpetta;Banana - Green;Other;FAQ;2000
Kalpetta;Bitter gourd;Other;FAQ;2100
Kalpetta;Black pepper;Other;FAQ;50000
Kalpetta;Brinjal;Other;FAQ;1900
Kalpetta;Coffee;Other;FAQ;19300
Kalpetta;Colacasia;Other;FAQ;3400
Kalpetta;Cowpea(Veg);Other;FAQ;2200
Kalpetta;Ginger(Green);Green Ginger;FAQ;4100
Kalpetta;Green Chilli;Green Chilly;FAQ;2700
Kalpetta;Pumpkin;Other;FAQ;900
Kalpetta;Rubber;Other;FAQ;12800
Kalpetta;Snakeguard;Other;FAQ;1800
Kalpetta;Yam (Ratalu);Other;FAQ;2000
Manathavady;Amaranthus;Other;FAQ;3750
Manathavady;Amphophalus;Other;FAQ;3850
Manathavady;Ashgourd;Ashgourd;FAQ;3700
Manathavady;Banana;Other;Large;6850
Manathavady;Bhindi(Ladies Finger);Bhindi;FAQ;3450
Manathavady;Cabbage;Cabbage;FAQ;2750
Manathavady;Carrot;Carrot;FAQ;6750
Manathavady;Cucumbar(Kheera);Cucumbar;FAQ;3550
Manathavady;Snakeguard;Snakeguard;FAQ;3550
Manathavady;Tomato;Tomato;FAQ;3750
Pulpally;Amaranthus;Other;FAQ;2200
Pulpally;Banana;Other;Medium;2100
Pulpally;Bitter gourd;Other;FAQ;3700
Pulpally;Coffee;Other;FAQ;11200
Pulpally;Cowpea(Veg);Other;FAQ;2200
Pulpally;Cucumbar(Kheera);Other;FAQ;1200
Pulpally;Ginger(Dry);Other;FAQ;2200
Pulpally;Green Chilli;Other;FAQ;3700
Pulpally;Paddy(Dhan)(Common);Other;FAQ;2050
Pulpally;Pepper ungarbled;Other;FAQ;49500
Pulpally;Pumpkin;Other;FAQ;1000
Pulpally;Rubber;Other;FAQ;13100
Ashoknagar;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;4460
Ashoknagar(F&V);Green Chilli;Other;FAQ;1500
Balaghat;Paddy(Dhan)(Common);Common;FAQ;1350
Pandhurna;Arhar (Tur/Red Gram)(Whole);Other;FAQ;7500
Dewas;Bengal Gram(Gram)(Whole);Other;FAQ;5000
Dewas(F&V);Bhindi(Ladies Finger);Other;FAQ;800
Dewas(F&V);Brinjal;Other;FAQ;600
Dewas(F&V);Cabbage;Other;FAQ;600
Dewas(F&V);Cauliflower;Other;FAQ;700
Dewas(F&V);Garlic;Other;FAQ;900
Dewas(F&V);Green Chilli;Other;FAQ;900
Dewas(F&V);Onion;Other;FAQ;700
Dewas(F&V);Peas Wet;Other;FAQ;1400
Dewas(F&V);Potato;Other;FAQ;800
Dewas(F&V);Tomato;Other;FAQ;600
Khategaon;Arhar (Tur/Red Gram)(Whole);Arhar (Whole);FAQ;5400
Khategaon;Kabuli Chana(Chickpeas-White);Kabuli Chana(Chickpeas-white);FAQ;10000
Khategaon;Kabuli Chana(Chickpeas-White);Other;FAQ;4500
Khategaon;Mustard;Mustard;FAQ;4650
Khategaon;Soyabean;Soyabeen;FAQ;5100
Khategaon;Wheat;Other;FAQ;2100
Dhamnod;Bhindi(Ladies Finger);Bhindi;FAQ;3500
Dhamnod;Bottle gourd;Bottle Gourd;FAQ;800
Dhamnod;Brinjal;Brinjal;FAQ;700
Dhamnod;Cabbage;Cabbage;FAQ;900
Dhamnod;Cauliflower;Cauliflower;FAQ;800
Dhamnod;Onion;Red;FAQ;800
Dhamnod;Potato;Potato;FAQ;1000
Dhamnod;Tomato;Tomato;FAQ;600
Jhabua;Cotton;Desi;FAQ;7560
Jhabua;Cotton;Other;FAQ;7550
Jhabua;Wheat;Local;FAQ;2275
Pandhana(F&V);Tomato;Deshi;FAQ;730
Khargone;Bhindi(Ladies Finger);Bhindi;FAQ;800
Khargone;Bottle gourd;Bottle Gourd;FAQ;600
Khargone;Brinjal;Arkasheela Mattigulla;FAQ;700
Khargone;Cabbage;Cabbage;FAQ;1200
Khargone;Cucumbar(Kheera);Cucumbar;FAQ;800
Khargone;Field Pea;Field Pea;FAQ;2000
Khargone;Green Chilli;Green Chilly;FAQ;1200
Khargone;Methi(Leaves);Methi;FAQ;2000
Khargone;Onion;1st Sort;FAQ;800
Khargone;Potato;(Red Nanital);FAQ;1000
Khargone;Pumpkin;Other;FAQ;1000
Khargone;Spinach;Other;FAQ;600
Khargone;Sponge gourd;Other;FAQ;1000
Khargone;Tomato;Deshi;FAQ;800
Bhanpura;Wheat;Other;FAQ;2150
Panna;Bengal Gram(Gram)(Whole);Other;FAQ;4630
Panna;Lentil (Masur)(Whole);Masoor Gola;FAQ;5200
Panna;Mustard;Other;FAQ;4930
Panna;Wheat;Other;FAQ;2010
Panna;White Peas;Other;FAQ;3695
Pawai;Wheat;147 Average;FAQ;2010
Khujner;Bengal Gram(Gram)(Whole);Kanta;FAQ;4391
Khujner;Lentil (Masur)(Whole);Other;FAQ;5550
Khujner;Mustard;Lohi Black;FAQ;5100
Khujner;Soyabean;Yellow;FAQ;5250
Khujner;Wheat;Deshi;FAQ;2000
Sailana;Arhar (Tur/Red Gram)(Whole);Other;FAQ;3811
Kalapipal;Bengal Gram(Gram)(Whole);Desi (F.A.Q. Split);FAQ;4245
Kalapipal;Bengal Gram(Gram)(Whole);Kabul;FAQ;4715
Kalapipal;Garlic;Other;FAQ;1735
Kalapipal;Lentil (Masur)(Whole);Masoor Gola;FAQ;5510
Kalapipal;Mustard;Other;FAQ;4960
Kalapipal;Onion;Other;FAQ;650
Kalapipal;Soyabean;Yellow;FAQ;5285
Kalapipal;Wheat;Lokwan;FAQ;2245
Kalapipal;Wheat;Mill Quality;FAQ;2055
Kalapipal;Wheat;MP Sharbati;FAQ;2735
Magroni;Paddy(Dhan)(Common);Other;FAQ;3850
Rahata;Bhindi(Ladies Finger);Other;FAQ;3700
Rahata;Bitter gourd;Other;FAQ;2000
Rahata;Bottle gourd;Other;FAQ;1000
Rahata;Brinjal;Other;FAQ;2200
Rahata;Cabbage;Other;FAQ;250
Rahata;Carrot;Other;FAQ;1600
Rahata;Cauliflower;Other;FAQ;700
Rahata;Chilly Capsicum;Other;FAQ;1500
Rahata;Coriander(Leaves);Other;FAQ;3
Rahata;Cucumbar(Kheera);Other;FAQ;2500
Rahata;Drumstick;Other;FAQ;2700
Rahata;Garlic;Other;FAQ;3000
Rahata;Ginger(Green);Other;FAQ;4000
Rahata;Green Chilli;Other;FAQ;3200
Rahata;Green Peas;Other;FAQ;2700
Rahata;Guar;Other;FAQ;14000
Rahata;Methi(Leaves);Other;FAQ;7
Rahata;Onion Green;Other;FAQ;5
Rahata;Potato;Other;FAQ;1200
Rahata;Raddish;Other;FAQ;7
Rahata;Spinach;Other;FAQ;5
Rahata;Tomato;Other;FAQ;800
Rahuri;Wheat;Other;FAQ;2150
Shrirampur;Bhindi(Ladies Finger);Other;FAQ;1700
Shrirampur;Bitter gourd;Other;FAQ;1550
Shrirampur;Bottle gourd;Other;FAQ;700
Shrirampur;Brinjal;Other;FAQ;1550
Shrirampur;Cabbage;Other;FAQ;500
Shrirampur;Carrot;Other;FAQ;2000
Shrirampur;Cauliflower;Other;FAQ;600
Shrirampur;Chikoos(Sapota);Other;FAQ;2000
Shrirampur;Chilly Capsicum;Other;FAQ;1550
Shrirampur;Coriander(Leaves);Other;FAQ;5
Shrirampur;Cucumbar(Kheera);Other;FAQ;1550
Shrirampur;Drumstick;Other;FAQ;4000
Shrirampur;Garlic;Other;FAQ;3000
Shrirampur;Ginger(Green);Other;FAQ;3550
Shrirampur;Green Chilli;Other;FAQ;3550
Shrirampur;Karbuja(Musk Melon);Other;FAQ;1550
Shrirampur;Lime;Other;FAQ;4000
Shrirampur;Methi(Leaves);Other;FAQ;6
Shrirampur;Orange;Other;FAQ;3000
Shrirampur;Papaya;Other;FAQ;1000
Shrirampur;Potato;Other;FAQ;1850
Shrirampur;Raddish;Other;FAQ;6
Shrirampur;Ridgeguard(Tori);Other;FAQ;2000
Shrirampur;Spinach;Other;FAQ;3
Shrirampur;Tamarind Fruit;Other;FAQ;2000
Shrirampur;Tomato;Other;FAQ;1150
Shrirampur;Water Melon;Other;FAQ;900
Gandchiroli;Paddy(Dhan)(Common);Other;FAQ;2510
Jalgaon(Masawat);Maize;Deshi Red;FAQ;1811
Jalgaon(Masawat);Wheat;147 Average;FAQ;2300
Mumbai;Almond(Badam);Other;FAQ;75000
Mumbai;Arecanut(Betelnut/Supari);Other;FAQ;45000
Mumbai;Arhar Dal(Tur Dal);Other;FAQ;10000
Mumbai;Bajra(Pearl Millet/Cumbu);Other;FAQ;3500
Mumbai;Bengal Gram Dal (Chana Dal);Other;FAQ;6200
Mumbai;Bengal Gram(Gram)(Whole);Other;FAQ;5500
Mumbai;Black Gram Dal (Urd Dal);Other;FAQ;9500
Mumbai;Black pepper;Other;FAQ;50000
Mumbai;Cardamoms;Other;FAQ;150000
Mumbai;Cashewnuts;Other;FAQ;60000
Mumbai;Chili Red;Other;FAQ;30000
Mumbai;Cinamon(Dalchini);Other;FAQ;17500
Mumbai;Coconut;Other;FAQ;1550
Mumbai;Corriander seed;Other;FAQ;7000
Mumbai;Cowpea (Lobia/Karamani);Other;FAQ;8500
Mumbai;Cummin Seed(Jeera);Other;FAQ;25000
Mumbai;Ginger(Dry);Other;FAQ;14500
Mumbai;Green Gram (Moong)(Whole);Other;FAQ;9300
Mumbai;Green Gram Dal (Moong Dal);Other;FAQ;10000
Mumbai;Green Peas;Other;FAQ;7000
Mumbai;Ground Nut Seed;Other;FAQ;12000
Mumbai;Gur(Jaggery);Other;FAQ;4600
Mumbai;Jowar(Sorghum);Other;FAQ;4000
Mumbai;Lentil (Masur)(Whole);Other;FAQ;7400
Mumbai;Maize;Other;FAQ;3000
Mumbai;Masur Dal;Other;FAQ;7700
Mumbai;Methi Seeds;Methiseeds;FAQ;10000
Mumbai;Mustard;Other;FAQ;7000
Mumbai;Sabu Dan;Other;FAQ;6200
Mumbai;Sesamum(Sesame,Gingelly,Til);Other;FAQ;21000
Mumbai;Soanf;Other;FAQ;23000
Mumbai;Sugar;Other;FAQ;3482
Mumbai;Tamarind Fruit;Other;FAQ;7000
Mumbai;Turmeric;Other;FAQ;11000
Mumbai;Wheat;Other;FAQ;4150
Kalmeshwar;Bhindi(Ladies Finger);Other;FAQ;2815
Kalmeshwar;Brinjal;Other;FAQ;825
Kalmeshwar;Cabbage;Other;FAQ;300
Kalmeshwar;Cauliflower;Other;FAQ;525
Kalmeshwar;Coriander(Leaves);Other;FAQ;640
Kalmeshwar;Cucumbar(Kheera);Other;FAQ;1030
Kalmeshwar;Green Chilli;Other;FAQ;2810
Kalmeshwar;Methi(Leaves);Other;FAQ;440
Kalmeshwar;Raddish;Other;FAQ;745
Kalmeshwar;Spinach;Other;FAQ;420
Kalmeshwar;Tomato;Other;FAQ;300
Kamthi;Beetroot;Other;FAQ;1000
Kamthi;Bhindi(Ladies Finger);Other;FAQ;4000
Kamthi;Bitter gourd;Other;FAQ;4000
Kamthi;Bottle gourd;Other;FAQ;1200
Kamthi;Brinjal;Other;FAQ;900
Kamthi;Cabbage;Other;FAQ;500
Kamthi;Carrot;Other;FAQ;1800
Kamthi;Cauliflower;Other;FAQ;1200
Kamthi;Chilly Capsicum;Other;FAQ;2000
Kamthi;Coriander(Leaves);Other;FAQ;1200
Kamthi;Cucumbar(Kheera);Other;FAQ;1500
Kamthi;Garlic;Other;FAQ;4500
Kamthi;Ginger(Green);Other;FAQ;5000
Kamthi;Green Chilli;Other;FAQ;2500
Kamthi;Green Peas;Other;FAQ;1500
Kamthi;Guava;Other;FAQ;2000
Kamthi;Lime;Other;FAQ;2500
Kamthi;Mango;Other;FAQ;5000
Kamthi;Methi(Leaves);Other;FAQ;1000
Kamthi;Onion;Local;FAQ;1400
Kamthi;Onion Green;Other;FAQ;1500
Kamthi;Orange;Other;FAQ;2500
Kamthi;Potato;Other;FAQ;1200
Kamthi;Pumpkin;Other;FAQ;400
Kamthi;Raddish;Other;FAQ;1200
Kamthi;Spinach;Other;FAQ;1000
Kamthi;Tomato;Local;FAQ;500
Mudkhed;Bengal Gram(Gram)(Whole);Other;FAQ;4200
Mudkhed;Soyabean;Other;FAQ;5150
Devala;Onion;Red;FAQ;625
Kalvan;Onion;Red;FAQ;600
Lasalgaon;Onion;Red;FAQ;550
Lasalgaon(Niphad);Bengal Gram(Gram)(Whole);Other;FAQ;4491
Lasalgaon(Niphad);Black Gram (Urd Beans)(Whole);Other;FAQ;5052
Lasalgaon(Niphad);Maize;Other;FAQ;2250
Lasalgaon(Niphad);Onion;Red;FAQ;500
